Company,Brief Description,Protein Category,Company Focus,Company type,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
Soymik,"Russia-based producer of soy-based products, including a soy meat crumble product. ",Plant-based,Meat,Diversified,End product formulation and manufacturing,Ground meat/seafood,,Soy,Europe,Russia,,St. Petersburg,https://www.soymik.ru/eng,,,
Amica Natura,Frozen food distributor based in Italy. ,Plant-based,Meat,Diversified,End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Chicken,Other","Soy,Chickpea",Europe,Italy,Brescia,Bedizzole,https://www.amicanatura.it/amica-natura-veggie-vegan/?lang=en%22,1987,,logo_amica_natura_200x119px.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/fZuEbnlkRoZrv4uSupJEVQ/45sVkExdscNtKFiYF76iOl6x5bU5ND8dh4GzZ3rKr2ryiaTKuLKavqhwWA7VT7NsdVq4oWewuWgPZoROjH7tGM1QHkOk_yCROjsoBxBXMQ_4wbpYrcxtFg07xjN9_KoZcPNDHpaaHwMQGR157EajNV-JsEsuaMSTBsp7QMQhD1c/X9NXiNDvjBf_hcvPRUjJoLO7aZLtbHUcR6RQolVOYKw)
Condito Foods,"Greek company that produces spreads, including a line of vegan mayo. ",Plant-based,Dairy,Diversified,End product formulation and manufacturing,Other dairy,,,Europe,Greece,Hellas,Thessaloniki,https://conditofoods.com/en/,2001,,logo (2).png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/YZL87kS_Le3tA9f7qFQJAA/M-Oia_raoTC2uf-xLWOBADPut8qeji_OdKjeA61-wQbqiel9kc8bS8S6LEOnG7VTk88xCK1Q074f1sh7b2bypatYmIeMWDCZHmhPsWIOwJvwHYjo9P-Y5CEAdgyPnrCNauW7C8wUT4fW1L04deArOw/O-GjpDwMGeGM-9aZojuhoLAzwfbK4jrT3gG1DqXbAq0)
Vegan Fairies,Greek company that produces raw vegan desserts.,Plant-based,"Dairy,Other",Diversified,End product formulation and manufacturing,"Other dairy,Other",,,Europe,Greece,Nea Erithrea,Plastirea,http://veganfairies.com/,2017,,logo-06.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/a3mOA9kVL3dPqBBH5g9OZA/WZmijkdTKPEq4GNDNeYzKHJ7vsOakn9mroPyI-Jwy4Sg3njlMiJA1JyNLD98Bkv7AHsmqlRuBmL40qHrX42OLn7Kozvm1pADg1iQXSPjBf5GDEDw-CJ4ejw_zRQyHTAU2E-iJR2BvRquFyaTMafsyQ/6g2e0d7kJx3jFXBv-EgBRpX8pUZWNKv7QKPINTIROL8)
Arivia,Animal-based cheese company in Greece with a line of plant-based cheeses under its VioFast brand.,Plant-based,Dairy,Diversified,End product formulation and manufacturing,Cheese,,Coconut,Europe,Greece,,Thessaloniki,https://arivia.com/products-by-type/,1990,,arivia-logo.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/b5QxAhEh8Rjg7TTgC0QFUQ/JGpVVyC0LLouXZK9PlKRsQrQiRKf1PwYdktQX_Pe-CVbSnwUUCLX_VM8RzfU3gFmvVsxh6uCfW-R0ZZbWBmwFruT7EiA8ENijhMVyjuqfcZoTx9khK5Gv9J2pEt6IA3UQp--X4fEMIoJrcsTHokhog/RD84Dzv_94af7x_6E0t2IAQgpS6TFqgFxMXEa_dfk6c)
Ola Bio,Organic food distributor based in Greece. ,Plant-based,"Meat,Dairy",Diversified,End product formulation and manufacturing,"Ground meat/seafood,Milk,Other dairy,Cheese",Beef/veal,"Soy,Almond,Oat",Europe,Greece,,,https://www.ola-bio.gr/,2000,,logo-biohealth.gif (https://v5.airtableusercontent.com/v2/24/24/1704348000000/ZbXZ91kn_94agTB_iCUhvQ/_P8b9CFD83Ezod_7L-pH0vG-d92_ZmOwlbjfALOdD5ajluB3X38gIXVohFkxDeO9t0AW5G0tda2B5L76loLAgcse4rU0q76TaW49fP36HukLaN9R3Uh75Fi-iVlN12ZCbCxMr4ufgGj8KVCOkanAew/Xm0Tq8Y3mfZOwDK1Nmj9QTqz-rf_VKQAiYk53ifFkVs)
Sykofagos (The Golden Oriole),"Greece-based company that produces various fig products, including fig salami.",Plant-based,Meat,Diversified,End product formulation and manufacturing,Other meat/seafood,Pork,Other,Europe,Greece,,,https://sykofagos.gr/,2013,,Yorgos-Kastritseas-webdesign-Istoselides-eshop.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/zJbgjW55G337Y5WBUUKlrA/KAnkKSMZSPKFy-M2JilGBftinNgfinWWwIjbeetN4dXu6COZlUM_U3fyzeinOrHcucRVpa3DHF-HCS-Oyqcmlx-p8WCf8PKeTDw1hF83JzNpO3vl4SyYxvcNb-blaNflUKa6jc-VsBbz1yAFp92QUWbeOo8cp0zWg1pK69eVsEZ38MjUR2b-vw3HzeSBmTv0/SS2FR75NYejMFzvQlUm8MnrICAclLMOltJSHXkeIFNE)
Kolios,Greek dairy company that also offers some plant-based cheese products.,Plant-based,Dairy,Diversified,End product formulation and manufacturing,Cheese,,Coconut,Europe,Greece,,Athens,https://www.kolios.gr/en/,1948,,Capture.JPG (https://v5.airtableusercontent.com/v2/24/24/1704348000000/Og1v8bIE9LjyRe6-x4mHQg/-acM_du837Mj0SxAhSVuUW_NotVuJNezWsjXEQ80OWazKs2BtQMsUcbh_vDDAhfvMgj7M2572IkqbBEpO03YeoSZHMEu93NBAoO51lYC-X7IZJ_Y5jcyKzK-tjPIrZVSxJvtss1g8b9dFs6QDyd5jQ/cvEEh5cqq6V45fiD-z79YW6F1GRcnEQD7X1rh0iQnJA)
Don Lee Farms,Supplier & co-packer of meat and plant proteins with decades of production know-how and culinary expertise,Plant-based,"Contract manufacturing/processing,Meat",Diversified,End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Chicken",,U.S. and Canada,United States,California,Los Angeles,http://www.donleefarms.com/,1982,,Don Lee.jpg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/RboL4gVmElYFv7DteOjaVQ/motZnHjWqgbp9jUh771ETJLSRhNZ_9AXsCC0U4SxsbqbNtP03fpVKT2Sx645cmgObEZMTlyY1hvVJ7FkcYZIaYkXl05I-RwmznOtjgLyVit--Jzl78iCenOHCoSfVOYXEr-TGO4YirhHPSmvSuzckg/HhHMaFiFcfzfrwluJc9Bh5iaUcYKDyhtkJJyfFugK_0)
Finnebrogue,The UK’s leading artisan food producer. ,Plant-based,"Meat,Seafood",Diversified,End product formulation and manufacturing,"Other meat/seafood,Whole muscle meat/seafood","Pork,Fish,Beef/veal","Pea,Soy,Mushrooms",Europe,Ireland,"County Down, Northern Ireland",,https://www.finnebrogue.com/,1996,Denis Lynn,Screenshot 2020-12-22 at 10_36_42.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/OzCF2VltkgocaPnbY3orUA/-Drr4QtdxNZHAYHF5vnX0XFNaB9m1Gn6jvYCS06iD1PskrSZDi7bUTgW6NQRr0coUswCq3HG2x6FEckJHWxz9Ij6Xt8y8d14Xlv4MeLxQ0aytOmz-psOfHUmKNZ5bNA57pvLQiLr6om9VVVS_ssUHu_dc01ztvCXHhS8SC-W3pg/7MGB7-AJxT9YO-zEQGqp6FK0Ueh3NW34jfsxzvohYhs)
International Food,Italian producer (and owner of several producers) of plant-based milks. ,Plant-based,Dairy,Diversified,End product formulation and manufacturing,Milk,,"Soy,Rice,Coconut,Almond",,Italy,,Santarcangelo di Romagna,https://www.intfood.it/en/company/,1977,"Salvatore Gallo, Mirvana Gallo",
Lowko,Brazil-based producer of low-calorie ice cream products that also offers several vegan options. ,Plant-based,Dairy,Diversified,End product formulation and manufacturing,Other dairy,,"Palm,Cashew,Hazelnut,Pea,Tapioca",Latin America,Brazil,,Sao Paulo,https://www.lowko.com.br/,2018,Rodrigo Studart,
Libre Alimentos,"Brazil-based producer of frozen plant-based foods, including some plant-based meat products. 	",Plant-based,Other,Diversified,,,,,Latin America,Brazil,,São Paulo,https://comprelibre.lojaintegrada.com.br/,2017,,
Kellogg's,"World's leading producer of cereal, convenience foods, frozen waffles, and meat alternatives (see Gardenburger, Morningstar Farms, and Incogmeato). ",Plant-based,Meat,Diversified,End product formulation and manufacturing,,,,,United States,Michigan,Battle Creek,https://www.kelloggs.com/en_US/home.html,1906,Will Keith Kellogg,Screen Shot 2021-02-15 at 12_09_18 PM.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/E0tMfvSEJpNaQ7h8dekdug/WEqFNzTWxDg7l3TIannWKgklpp78H7zE2l5vaSuxCfqWDKVLN_kKqX0eVDDb6cs8EwYz3l78CjUr622MbZoNqjQjW1GO8aNqM8q623KuMGzSbvDQEa1yKOpru7lgPHzPLuzIM_FqjeM43GwXT09FvJ6x1Mr0dxNFq1O4boR5f0s/8c3UMEliiNBksqZkfgBlCKkzm8vhNJovRvmsr3uSMe0)
Green Kitchen,Brazil-based consulting for food companies interested in sustainability. ,Plant-based,Other,Diversified,,Other,,,Latin America,Brazil,,São Paulo,http://greenkitchen.com.br/site/,2008,Monica Atchabahian,GreenKitchenLogo.jpeg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/ioDofEt2rO3Su7irQti2Mw/gb1CO6nJQd7yCqmjCPuQtUGpvYTj5DQ9et9Wk5TuDqgHN3fQChqEftQT3lC7LvxjfiYCMqr024IpJR5bKkk8SMFs2HAuYKGrYQrv1KyG78BGdVV1a-Is3eD1DPYmBU8-qEZxQu9oNjVb-AIX39GhkjELKeb8hNJGNZ8gob_pnXo/-IHw7M3HTC9uGJCxmMh8J7twcW5a-dY0HLs76IZVtvA)
Bel Group,"France-based conglomerate of cheese brands, including launching an animal-free line, called “Nurishh Incredible Dairy,"" in 2023. The Laughing Cow Plant Based launched in 2023. ","Precision fermentation,Plant-based",Dairy,Diversified,End product formulation and manufacturing,Cheese,,,Europe,France,,Suresnes,https://www.groupe-bel.com/fr/,1865,,
Naarmann,"Germany-based supplier of high-quality, semi-perishable and varied dairy products in the catering, restaurant and food processing industries; also has a line of plant-based dairy under the brand name ""We Love Plants."" ",Plant-based,Dairy,Diversified,End product formulation and manufacturing,"Milk,Other dairy",,"Oat,Coconut,Agar agar",Europe,Germany,,Neuenkirchen,https://www.naarmann.de/en,1903,Theodor Naarmann,
Otsuka Food,"Japan-based producer of ready-to-eat meals catered to various dietary needs/preferences with many plant-based options, as well as beverages and spreads. ",Plant-based,"Meat,Dairy",Diversified,End product formulation and manufacturing,"Ground meat/seafood,Other meat/seafood,Milk","Chicken,Beef/veal,Pork","Soy,Konjac,Yeast,Oat,Chickpea",Asia Pacific,Japan,,Osaka,https://www.otsuka.com/en/rd/consumer/,1968,,
"CytoNest, Inc",Startup focused on delivering customized and scalable 3D fiber scaffolds for adherent cell expansion,Cultivated,"Other,Seafood",Diversified,Scaffolding and structure,Ground meat/seafood,,,U.S. and Canada,United States,Georgia,Athens,https://www.cytonest.com/,2020,Nataraja S Yadavalli and Sergiy Minko,Logo_CytoNest_white-bg.jpg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/zqtfaLZ_RAT1nhUpkNJiqg/9FqBUl6lJo-1L8iNwHStV_60-XJ1q6wN89VmcFgXRff-ojJXsGlguU_W0LrfYuCZl7TKojf0nHazVv7Ukjo6EMGLUJoKMp7zJIK4QjsOUmrnNKfIDQT6NvKlfFR64jOHcsy6-eje5Jd2l1vnpLrwZSgxfCw_FG5nXjQ671EdBtU/lZYIhb_uNdnFXUcIVW78Z4ftBZDU-PkbVkQiQkw0sS8)
Molecular Devices,"Company providing bioanalytical solutions for protein and cell biology in life science research, pharmaceutical and biotherapeutic development.","Cultivated,Fermentation-derived","Bioprocessing infrastructure and equipment,Other",Diversified,"Crop development,Cell line development,Host strain development",,,,,United States,California,San Jose,https://www.moleculardevices.com/,1990,,moldev-logo.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/IqB_gdAUHFqDC5x2q3SM5A/-4hPaw8FEMWve4AqOVbiD21kH96FisZrJlIybHZT5dTpXj3w9-mxxRDYG7B29TLsAnIwxFYEBKbcjY7y7AI1dYAq1nArd14QBLGSD_i74u4DjUQdn57gbCaNlGV17lpl5r2njlKw62v2FbOoifV-OA/SLPphIWxAn9TR_ajfRfydpAJzrOGL1iQUk3fdQLoHXM)
"JV ""Vitmark-Ukraine"" LLC","Ukraine based company that produces plant-based milk, fruit smoothies, baby food, juices",Plant-based,"Other,Food processing infrastructure and equipment,Contract manufacturing/processing",Diversified,End product formulation and manufacturing,,,,,Ukraine,,Odessa,https://int.vitmark.com/,1991,,Vitmark_Logo.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/3XtH8LQtXjdcpn4o3tPAwA/qmyhNDACnGGTxAlPgfD5nPVY1FwLDDJh_Hp0bBbjgO2YwElPbZYDzML92R6FeVWFb5GdgFaI1BtylDbGwO1z_VuQ07B_0YBOoLmEoDniq3bu-YLdGAEYGJJLm3rQsOykIbM9VXc_4nNXEuoXBeYPgA/Q1GHr7Y-etA5Tyqi-uvfRo0MDqgoMdgeOjJ72Q70caA)
Proliant Biologicals,"US-based manufacturer of bovine serum albumin, media from edible plasma, and edible grade serums (sourced from New Zealand).",Cultivated,"Ingredients and inputs,Other",Diversified,Cell culture media,,,"Feedstocks,Other",U.S. and Canada,United States,Iowa,Ankeny,www.proliantinc.com,2000,,Proliant Biologicals Logo.jpg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/c4cMR9jPg3_Jr9Vv8XuZqQ/N3eGRM7UcfOYZoU4kryYx9ZkkF8McRw2zPJT06JZtOjndK_ns86YgeBMRZOtNY6y4WRR2g8zNfSiWVK-hjd-ufoLqlHb8G1RRRZvs2bd3jF7PJfz9lxgI3zwT7EDpK5UX-t8uyitLAEFeZmbKp7hOJcfQ0hl0mXzgP7_psleWM4/glHpzVHRTWoue1R3cgBSD0X_PzUfs2l6mLxBz3i90u0)
Schreiber Foods,"Schreiber Foods strives to do good through food every day. Based in North America, we’re a customer-brand leader in cream cheese, natural cheese, process cheese, shelf-stable beverages, plant based foods and yogurt.",Plant-based,"Dairy,Food processing infrastructure and equipment,Contract manufacturing/processing",Diversified,End product formulation and manufacturing,"Other dairy,Cheese,Other",Other,,U.S. and Canada,United States,Wisconsin,Green Bay,https://www.schreiberfoods.com/,1946,Employee-Owned Company,Schreiber_6C_RGB.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/erQUKDZ3Fvfc64btCPlo8Q/x4JIaaeYH8rI_xDkyMYGjr3c7VK5YZM8ly3WcsLgfawWVOvclmI9h0OtPrak5igBBJlVnMa4qLdqeuALMU3F_w7PGsyelUpGSTs92KyzfHy8sc936ykKkv9chiwSF_OW6cqpMXtpeW9jeTExU5c5Fg/VbT82O6uA5uAL6LIYaGgDmt1FP7No7AERRqjE7o3d7M)
Solid Food,"‘Solid Food’ is a quinoa specialist provider with production in Ayacucho, Peru and distribution in Europe out of Belgium.",Plant-based,"Meat,Ingredients and inputs,Contract manufacturing/processing",Diversified,Ingredient optimization,Other,Beef/veal,Quinoa,"Latin America,Europe,U.S. and Canada",Belgium,,Gent,https://www.solidfood.global/,2015,Solid,Solidfood_Logo_FIN jpg.jpg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/sr2vgM5Zj2CegZ7YtS-fPA/RWwTz9RxDo6OBkUH064gEwVTzj011CinqzAUuD_LMtBM4jYUhWx-LEjUh7yNXKnCnUlch-ICCIDv6dDvavrSezvtyVDQsQJEYNYolA7yTloQOf9wUpfjuujVMLIXqSx9GSYecKTVgYq2Qa9yP2kQuox8kawW5CX915yDE33Yjlo/OtxyDvGp0RkJRVimdqQZewk6t4FbdgPqhG-fnbHQiyg)
ICL Food Specialties,Global food ingredients company that supplies plant-based ingredients to food and beverage companies.,Plant-based,"Meat,Dairy,Ingredients and inputs",Diversified,Ingredient optimization,"Whole muscle meat/seafood,Ground meat/seafood,Other meat/seafood,Other dairy","Beef/veal,Chicken,Pork,Turkey,Fish,Shellfish,Other","Pea,Fava bean,Blend","U.S. and Canada,Latin America,Europe,Africa/Middle East,Asia Pacific",Israel,,Tel Aviv,www.iclfood.com,1974,Israel Chemicals Ltd.,icl_logo_12_rgb-01.jpg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/1RvhcSe44SAi4x910NX0Dg/ko-RFj9iTPF-9kg3zUsl_-o4NgI-idPdu-frHAhiYiiJN1AvtqFod7A5FAG0iymQL_GyJY8Icik2AeTXNbCMofH-dx-Gq0pmdaHiVl9i0yvt8xyCV_urtcDhURCYLBN1N16lOGyRRLADHiErQ5aeOBb4RX4Ry88otnCwwblJOHM/hnfRfyWI1GINSweicpwXm_RP2po8nRBn0zcwKQ93x5U)
Eat the Change,"US-based producer of snacks and teas, including a line of mushroom jerky. ",Plant-based,Other,Diversified,End product formulation and manufacturing,Other,Beef/veal,Mushrooms,U.S. and Canada,United States,Maryland,Bethesda,https://eatthechange.com/,2020,"Craig Shapiro, Seth Goldman, Spike Mendelsohn",
MeliBio,US-based company producing bee-free honey using precision fermentation.,Precision fermentation,Other,Diversified,End product formulation and manufacturing,Other,Other,,U.S. and Canada,United States,California,Oakland,https://www.melibio.com/,2020,"Aaron M. Schaller, PhD",64248ccec0ca95c30cfe70d7_MeliBio - Full Color (Inverse).svg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/Z9A3f5BjDBIsGYOBwYQTag/3BEuB9mWl2jw8WQfks7Mi4YF61nfCXcKrpb7g9vVZsDKecEF0wvkURLNNicL1OPUBfHqTYPUpEoeJzLHVTKuJWM5HNmpAcS55KthX9P8VjHC9Is4k0A1L2HfVksSshQdPyPa5ytxIZvH_jy5HVK5w4kf3qq7DmEYWqKAcMDctignE24gZHREmx_Xh6g46bFceVoWPvwu6QiRQBxGK36lfw/nYIMpXIAJ9vN8HL-l2JhVSVRcNJEVJyYfkViiQ9Lob4)
Frizata,Brazil-based direct-to-consumer online frozen food retailer that carries many meat-free and plant-based options. ,Plant-based,"Meat,Seafood",Diversified,End product formulation and manufacturing,"Ground meat/seafood,Other meat/seafood","Chicken,Beef/veal,Pork","Soy,Beetroot ,Wheat,Seeds,Cauliflower,Potato,Pumpkin,Pea,Sunflower,Eggplant,Oat",Latin America,Brazil,,CABA y GBA,https://www.frizata.com/br/,2019,Adolfo Rouillon & Jose Manuel Robledo ,Frizata_EN_Slogan.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/udwRCNbxdczQ4XvG4EwMbw/W1iuHZY1fIS50f2aEqWorMgz2HTbGlxDynX9pPBwmlME2wMS4uPD2c2N7AaGXuKlEZmN2gQ7hZa7h-fck8dALglEK3x0qUaS0ChsQUWJB5wrAyuy7nXfkCffCYV_KeLZqEmJANQh8N9IIfQZg1EMWIkHOA0kW6H0nZl9WbWozhI/MLGNmrboYrEqCEeJte55Ag7Me66U0ZcHjm8igtOG5HI)
Nichirei Foods Corporation,Frozen Food Top Manufactures in Japan,Plant-based,Meat,Diversified,End product formulation and manufacturing,Whole muscle meat/seafood,Chicken,,Asia Pacific,Japan,,Tokyo,https://www.nichirei.co.jp/english/corpo/outline/group/foods.html,2005,,logo_en.svg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/RCR33UxPVGiUZ7JUmWIp4g/OODhruYlQurhmrHZxMJmLHn_3yZuaoHJo0n0Aumz06ZvME6PMLhBTqx3B8UHjNPtxiJCPeFW3M2819FVDo3ZAw2685M2wk4k3xEbntYz3-46yq4hmCnosBXg2yDazIQIEh5cO3gIZaCEoGUU_CiUag/fasKmKDkziV93v5DfyrxoRIk-OPyg5yQFA-xozAKOUc)
GK Foods - Your personal Food Innovation team,"On-Demand Food Innovation team with expertise in Food Design & Manufacturing. We help entrepreneurs discover & implement novel ideas iteratively. Formulating the perfect plant-based ingredients, we are able to help entrepreneurs with variety of food applications. ",Plant-based,"Ingredients and inputs,Meat,Eggs,Dairy,Contract manufacturing/processing",Diversified,End product formulation and manufacturing,"Ground meat/seafood,Other meat/seafood,Milk,Cheese,Eggs,Other",,,U.S. and Canada,United States,Illinois,Chicago,www.gkfoods.co,2020,Giovanni Santi,Logo3 copy 2.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/lxJiAg9lPXD0LdUWRDSdLw/RM8PABveZG1xdOOgG70v8Fu9gaKeDDIIUccV7_UBU6pt5mDyjXJW5kStInvxLDXxWxejQQjDczdazDPerxxvGuzABD8TDLDcNbILlknZJVTJnW0nsjmnMCRPmnsfiZS4_FWR7aGXbytBaFb_aaU0-w/ifHkONj-Z1pHGMZEs781xAqNzWSifh3KuHalXTZQ3QE)
enGenes Biotech GmbH,Austrian-based company with proprietary technology for cost-effective recombinant protein production using Escherichia coli or other bacteria.,Fermentation-derived,"Contract manufacturing/processing,Bioprocessing infrastructure and equipment,Ingredients and inputs,Meat,Eggs,Dairy",Diversified,"Cell line development,Host strain development,Bioprocess design","Milk,Cheese,Other dairy,Ingredients,Other meat/seafood,Eggs,Pet food,Other",Other,,,Austria,,Vienna,engenes.cc,2014,"Dr. Juergen Mairhofer, Prof. Gerald Striedner",engenes_Logo_final_RGB.jpg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/sZNn8Jd9RwE4W5jDh1FcCQ/PGCIDxGvKSGpWnHvu4qRpUyRZgO5EKhkZDPamyl2GX49OF2feBZchCyBBnEZub4q7v9lS5Y5aJHna91IMUZz4jq4sfQm5-oScLzKr3NPNh1tPvVMdGAVK-8_wh2UxC6bVpF3glL1LWHbcTyskXRjvmBtPrTXvoFn8Ex616Vmfco/ilulTfQ-bg8GZNLgZL2pRzwvVduRe_qldxSu_q3pjto)
Enantis,"Czech Republic-based company producing recombinant growth factors (e.g. FGF2) with an improved half-life for cultivated meat, fat or milk applications. ",Cultivated,"Meat,Dairy,Eggs,Ingredients and inputs",Diversified,"Cell culture media,Ingredient optimization","Ingredients,Other",,,,Czech Republic,,Brno,https://www.enantis.com/,2006,"Professors Jiri Damborsky and Zbynek Prokop from Loschmidt Labs, Masaryk University",Enantis_logo_noBackground.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/EDL2Fcj5Yyokyx6WGePaFw/xq7YLFW0Tos-BagXwFjaEqJM0Wqs9EhHZorpwCJj56yEjK4_ZQsHcg6hRzghpFRaz1O5OWt8kGyG7lURwzKFk-yzPfqjnAFNqMgTKstdV3tBABRwlYJl-410fWCIvNeY0SJellGenHsbrNihR14vRWF1gLBVopXixN4e19_SFI0/574fI7mU0dR5Edt0DCw5DrKLo_Ta-LaCr-uZCfKiiCI)
Planting Hope Company ,"US-based company that develops, launches, and scales uniquely innovative plant-based and planet-friendly food & beverage brands. These include Hope and Sesame® sesame milk, Mozaics™ real veggie chips, and Veggicopia® veggie snacks.",Plant-based,Dairy,Diversified,End product formulation and manufacturing,Milk,,Other,U.S. and Canada,United States,Illinois,Chicago,https://plantinghopecompany.com/,2015,,logo-2.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/D6p57iDg0hqypNZksHRhUw/rAa8eXWAaAGey-ebxAQ7jElFhJTUx4wvVTyPkH-vhYgNupnMBMSTsyt7trt47LzLcu7m7vo0T3Uir_5hED5YLDTb4KQMZXbRAcji9_YskRxiSzCaksxssSXO75Um7I8Aby41dlnoglhJ7DF_QBtsTA/ep1xmRhKF6-5T8Airozh0COVA_AkTVoRwl5IhouH4V4)
Be & Cheery / Baicaowei ,China-based online snack company producing a line of plant-based sausage snacks made from non-GMO soybeans and twice-distilled Konjac powder,Plant-based,Meat,Diversified,End product formulation and manufacturing,Other meat/seafood,"Pork,Beef/veal,Other","Soy,Konjac",Asia Pacific,Mainland China,,Hangzhou,https://www.vipbcw.com/#/  https://baicaowei.jd.com,2003,Hongliang Cai,
Charoen Pokphand Foods PLC (CPF Foods),"Thailand-based agro-industrial and food conglomerate producing affordable plant-based meats under the brand ""Meat Zer0""",Plant-based,"Meat,Ingredients and inputs,Food processing infrastructure and equipment",Diversified,End product formulation and manufacturing,Other meat/seafood,,,Asia Pacific,Thailand,,Bangkok,https://www.cpfworldwide.com/en/home,1978,Dhanin Chearavanont,
Growthwell Foods,"Singapore-based manufacturer of plant-based products, as well as sourcing, research, development, and customizing OEM for sauces, pastes, and ingredients. Introduced Happiee! plant-based meat and seafood brand in 2022. ",Plant-based,"Seafood,Meat,Ingredients and inputs",Diversified,End product formulation and manufacturing,"Other meat/seafood,Ingredients","Chicken,Fish","Soy,Mushrooms,Chickpea",Asia Pacific,Singapore,,Singapore,https://growthwellfoods.com,1989,,logo-gwf.svg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/DhxVh3uf9AVbJ-HWdfc8Qg/_1Z40lvgyPCUO4_3pw83qo3VwngoGFM2f8XOorSpLbPa2a2ZXjlZM1Tbe5iHi4i-owrM4UWLpOpzK0sMswhWWFCbXCL67nVViSOGoVpfKy3B2uBqmXVVIyDozb7Ngeb1xIlKSMGnsW84uhT3grHzNw/r3Qzo0XuKpOwhenmMbq6Okazr_eF9ARuASd0CKCUxTc)
Jinzi Ham Company Ltd.," China-based company involved in processing and sales of meat products and related by-products, featuring a line of plant-based meat patties",Plant-based,Meat,Diversified,End product formulation and manufacturing,Ground meat/seafood,Beef/veal,"Soy,Pea,Wheat",Asia Pacific,Mainland China,,Jinhua,http://www.jinzichina.com/,1994,Yanjun Shi,
"Nissin Food Products Co., Ltd.","Japan-based company that producing and selling convenience food and instant noodles, carrying out research on cultured steak meat",Cultivated,Meat,Diversified,End product formulation and manufacturing,Whole muscle meat/seafood,Beef/veal,,Asia Pacific,Japan,,Tokyo,https://www.nissin.com/en_jp/,1958,Momofuku Ando,logo.png (https://v5.airtableusercontent.com/v2/24/24/1704348000000/cGff8kkp5gdUOMrqsQhkpw/Xxlm9ZxvOyADa2jrvF1b6BlVRnYquzNn5LcDJawCK8KrJtoF3SxYRpXJFvhNEDMzXSsSty6sXmVqSkFUpke31PISeA5B0wDB7xUqqJzA8R6jw3FXczYcS1D6HLxgHwO1iVlDoeeCeWinTj_sjS5_XQ/XnNOmkjFmf1lbkhWHUlOJB0xDd5miP_Zgs34Nom0MMQ)
Biocatalysts Ltd,Global speciality enzyme development and manufacturing company.,"Plant-based,Fermentation-derived","Meat,Eggs,Dairy,Contract manufacturing/processing,Bioprocessing infrastructure and equipment",Diversified,"Ingredient optimization,Host strain development,Target molecule selection",Other,Other,,"U.S. and Canada,Latin America,Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand",United Kingdom,,Cardiff,www.biocatalysts.com,1983,,Biocatalysts_logo_Group_RGB.jpg (https://v5.airtableusercontent.com/v2/24/24/1704348000000/C4z7INL_EZLuxpukNmWFsA/oOxkKXrx3Rq_3N7BG5yXOGnkzmGtyszqgqCYXHLGtxH7s1orClKHYsGwgzABZ3agLLX61ySVt94ah9g8VDSpu_PyBLPxIrkg1Q7wgE9yoaa3Fay7_c4rPSAnoX8gsIRLJMCXlCM-CvWEWmp8QomqqEac6QO7hOHf2vdzmFDBI5E/JQHf0xh_YZhBQYmgyhJlzgKVKVgHxjgbYZcDyKALSz4)
"Itoham Foods, Inc. ","Japan-based company that manufactures, processes, and sells meat products, including a line of plant-based meat products",Plant-based,Meat,Diversified,End product formulation and manufacturing,Ground meat/seafood,,Soy,Asia Pacific,Japan,,Hyogo,https://www.itoham.co.jp/english/,1928,,
